paragraph,label
"9.2. Szolgáltató a szóbeli panaszt azonnal megvizsgálja, és szükség szerint orvosolja. Ha a vásárló a panasz kezelésével nem ért egyet, a Szolgáltató a panaszról és az azzal kapcsolatos álláspontjáról haladéktalanul jegyzőkönyvet vesz fel, s annak egy másolati példányát átadja a vásárlónak. Ha a panasz azonnali kivizsgálása nem lehetséges, a Szolgáltató a panaszról jegyzőkönyvet vesz fel, s annak egy másolati példányát átadja a vásárlónak.",4
"1. Általános szerződési feltételnek (a továbbiakban: ÁSZF) minősül az olyan szerződési feltétel, amelyet az egyik fél több szerződés megkötése céljából egyoldalúan, a másik fél közreműködése nélkül előre meghatároz, és amelyet a felek egyedileg nem tárgyalnak meg. Az Általános szerződési feltétel csak akkor válik a felek megállapodása, illetőleg a szerződés részévé, ha a másik fél annak tartalmát elismerte, és ha azt a másik fél kifejezetten, ennek hiányában ráutaló magatartással elfogadta. Jelen ÁSZF a Ptk. 6:77. §-ában hivatkozott általános szerződési feltételnek tekintendő, és akként kezelendő.",0
A DH1 Hitelszerződés,4
"Szolgáltató valamennyi Szolgáltatásra irányadó eljárása az igénybejelentés elfogadása esetén
Az igénybejelentés elfogadása esetén a Szolgáltató az értesítéssel egyidejűleg ajánlatot tesz az Előfizetőnek az
igénybejelentés alapján az Előfizetői Szerződés megkötésére, és ennek keretében az Előfizetői Szerződés
megkötését megelőzően Szolgáltató biztosítja az Előfizetőnek, hogy a Szolgáltató ajánlatát tartalmazó
szerződéses tartalmat megismerje. Az Előfizetői Szerződés megkötését megelőzően Szolgáltató tartós
adathordozón az Előfizető rendelkezésére bocsátja az Előzetes Tájékoztatást, a Szerződés-összefoglalót, valamint
az Egyedi Előfizetői Szerződés tervezetét, annak érdekében, hogy az Előfizető a Szolgáltatásra, és az előfizetői
jogviszonyra vonatkozó minden fontos és lényeges, az Eht. és az Eszr. által meghatározott információt
megismerjen.",0
"3. A finanszírozási szerződés hatályba lépésének napja – ellenkező megállapodás hiányában – a finanszírozási szerződés megkötését követő hónap első napja. Amennyiben a finanszírozási szerződés megkötésének napja a hónap első napja, a finanszírozási szerződés annak megkötésével egyidejűleg lép hatályba.",3
"(6) A Bank a Központi Statisztikai Hivatal által, a Központi Statisztikai Hivatal honlapján közzétett előző éves fogyasztói árindex (infláció) változása esetén jogosult a kapcsolódó, a 8.",3
"10. Amennyiben a BKK Zrt. az Alkalmazást megszünteti, akkor – ha ez észszerűen megoldható – erre a Felhasználót kellő időben figyelmezteti.",4
"Az átvételt meg kell tagadni továbbá akkor is, ha a DH1 Hitelszerződésen és/vagy a DH1 Hiteligénylési Adatlapon feltüntetett adatok illetőleg az aláírás nem egyeznek meg a 2-2 példányon, illetve az Üzletszabályzat 47. pontjában meghatározott adatok nem vagy nem pontosan, illetve az okiratok ellenőrzése alapján nem a tényleges állapotnak megfelelően kerültek kitöltésre.",3
"A Feladó a Küldemény DPD részére való átadásával a Címzettet felhatalmazza a Küldeménnyel való rendelkezés jogával (kézbesítési hely és idő maximum egy-egy alkalommal történő megváltoztatása).  Ha a Címzett él a DPD által felkínált átirányítási opcióval, akkor az Ügyfél / Feladó ezzel hozzájárul ahhoz, hogy az ő utasítási jogai a kézbesítés körében megszűnnek. Ilyen esetekben ezek a jogok már az első kézbesítési kísérlet előtt átszállnak a Címzettre.   ",3
"5.1. A megrendelések feldolgozása nyitvatartási időben történik. Megrendelés leadásra a nyitvatartási időn kívül is van lehetőség, ez esetben a megrendelés a következő nyitvatartási napon kerül feldolgozásra.",4
2.11 Az Ügyfél az általa a szolgáltatás használatára felhatalmazott Felhasználókat és hozzáférési jogainak terjedelmét az Adatlap elnevezésű nyomtatványon adja meg a Banknak.,1
Szolgáltató követelheti az áru nem rendeltetésszerű használatából fakadó károk megtérítését.,4
"b. ha a végső ár magasabb: erről az Alza e-mailben tájékoztatja a Fogyasztót, amint az előrendelt termék készleten lesz, és a Fogyasztó vagy visszalép a vásárlástól, vagy ha továbbra is meg kívánja vásárolni az előrendelt terméket, akkor köteles a különbözetet az Alza részére megfizetni az Alza teljesítését megelőzően.",3
8.6.1. Üzemeltető jogosult a hirdetésben hibásan megadott kivitel javítására a moderációs eljárás során.,2
"VI.3. Az Ügyfél köteles az termékeket indokolatlan késedelem nélkül, de legkésőbb elállási nyilatkozatának INTERSPORT-tal való közlésétől számított 14 napon belül az INTERSPORT számára visszaküldeni.",3
"c. olyan termék tekintetében, amely jellegénél fogva az átadást követően elválaszthatatlanul vegyül más termékkel,  ",4
"A Vaterán megvásárolt Termékek vételárának és a Vatera Szállítás díjának megfizetésére Online fizetés érhető el a Vaterán a Barion rendszerén keresztül az alábbi esetekben - Vatera Vevővédelemmel ellátott Termékek megvásárlásánál; - kereskedői fiókkal rendelkező Felhasználó által meghirdetett Termékek esetén, ha az eladó az online fizetést engedélyezi (a felhasználói fiókjában a termékhirdetés adatlapján történő beállítással); - Termékek Csomagajánlatban történő megvásárlása esetén (amely esetben a csomagban foglalt több Termékre vonatkozó egyszeri Vatera Szállítás díja, mint szállítási díj kerül felszámításra).",4
"5.11. A megrendelés akkor válik hatályossá, amikor az a Szolgáltató számára hozzáférhetővé válik. A Szolgáltató a megrendelés megérkezését a Felhasználó által megadott e-mail címére visszaigazolja. A termék adásvételére vonatozó szerződés akkor minősül a felek között elektronikus úton létrejött szerződésnek, ha azt a Szolgáltató visszaigazolja. Amennyiben a visszaigazolás Felhasználó megrendelésének elküldésétől számított, a szolgáltatás jellegétől függő elvárható határidőn belül, de legkésőbb 48 órán belül Felhasználóhoz nem érkezik meg, Felhasználó az ajánlati kötöttség vagy szerződéses kötelezettség alól mentesül. A megrendelés és annak visszaigazolása akkor tekintendő a Szolgáltatóhoz, illetve az Felhasználóhoz megérkezettnek, amikor az számára hozzáférhetővé válik. Szolgáltató kizárja a visszaigazolási felelősségét, ha a visszaigazolás azért nem érkezik meg időben, mert Felhasználó rossz e-mail címet adott meg regisztrációja során, vagy a fiókjához tartozó tárhely telítettsége miatt nem tud üzenetet fogadni.",0
"4.1. Kedvezményezett a támogatás felhasználása során a Támogató, Lebonyolító kikötéseinek,
valamint a számviteli, adóügyi és társadalombiztosítási jogszabályok előírásainak
megfelelően köteles eljárni.",3
"Megbízó csak írásban (ajánlott levél, visszaigazolt fax vagy e-mail) mondhatja le a hajót. A bérleti díj alább meghatározott része a lemondás időpontjának megfelelően hajóbérleti szerződés foglalójának minősül. A felek a foglaló jogi természetével tisztában vannak. A foglaló összege a teljes hajóbérleti díj:30%-a indulás előtt több mint 60 nappal,50 %-a a 60. és 40. nap között,100 %-a 40 napon belül.",2
"Ha a kijavítást vagy a kicserélést a Fogyasztó nem kérte, illetve nem kérhette, úgy igényelheti az ellenszolgáltatás arányos leszállítását, vagy a hibát a Szolgáltató költségére Ő is kijavíthatja, illetve mással kijavíttathatja, vagy - végső esetben - a szerződéstől is elállhat.",2
IV. AZ ÁSZF ELFOGADÁSA,4
"Egyes gyártók kibővített jótállást adnak a vázra. Ilyenkor önnek a vásárlást követően blokkal, vagy számlával, a gyártó oldalán be kell regisztrálni, mert előfeltétele a kibővített jótállásnak. Mivel csak az első tulajdonos regisztrálhatja a jótállást, ezért csak az után regisztrálja be, ha végleg eldöntötte, hogy a kerékpárt megtartja és nem áll el a vásárlástól. Regisztrált kerékpárt nem tudunk visszavenni.",3
"4.11. Az ÁSZF-nek megfelelő hirdetéseket Üzemeltető a feladásra szolgáló gomb nem szerződött partnernek minősülő Felhasználó által történő használatát követően a lehető legrövidebb időn belül, legfeljebb 48 órán belül közzéteszi és egy hónap időtartamra elérhetővé teszi a Felhasználó által használt adott Weboldalon..",1
"▪ a Hitelfevevőnek a fenti a.a)-a.e), b) és d) pontokban megjelölt adatait,",1
"A jótállási kötelezettség nem terjed ki az elemi csapás, rongálás vagy más szakszerűtlen működtetés, beavatkozás által okozott károk kijavítására. ",4
10.3. A Szolgáltató minden felelősséget kizár a honlap használói által tanúsított magatartásokért. A honlap használója kizárólagosan és teljes mértékben felelős saját magatartásáért. A Szolgáltató a jogszabályi keretek közt az eljáró hatóságokkal teljes mértékben együttműködik az esetleges jogszabálysértések felderítése érdekében.,3
"A kijavított, vagy kicserélt termékre/műre a jótállási időszak újból kezdődik. ",4
"44. A Felek bármelyike jogosult a Szolgáltató és a Finanszírozó által aláírt finanszírozási szerződés módosítását írásban kezdeményezni azzal, hogy a jelen ÁSZF-ben és jogszabály által is rögzített szerződési feltételek nem módosíthatóak.",3
"Ha az utas az elővételben váltott menetjegyével a menetjegy érvényességének kezdete előtt kezdi meg utazását, és a menetjegy cseréjét elmulasztotta a vonaton a jegyvizsgáló az utazás teljes viszonylatára új menetjegyet ad ki a jegynélküli utas esetében alkalmazandó pótdíj felszámításával. Az utas birtokában lévő, fel nem használt menetjegyről a jegyvizsgáló igazolást ad, melynek visszatérítése kérhető.",2
"120. A kötelező jótállással érintett termékek: Azon tartós fogyasztási cikknek minősülő termékeket, melyekre a kötelező jótállás vonatkozik a 10/2024. (VI. 28.) IM rendelet tartalmazza, amennyiben az e jogszabályban felsorolt termékek eladási ára eléri a 10 000 forintot.",3
"A megrendelt termék hibája esetén Megrendelő - választása szerint - kellékszavatossági jogát gyakorolhatja vagy termékszavatossági igényt érvényesíthet. Megrendelőt nem illeti meg az a jog, hogy ugyanazon hiba miatt kellékszavatossági és termékszavatossági igényt egyszerre, egymással párhuzamosan érvényesítsen. Termékszavatossági igény eredményes érvényesítése esetén azonban a kicserélt termékre, illetve annak kijavított részére vonatkozó kellékszavatossági igényét az Megrendelő a gyártóval szemben érvényesítheti.",2
Ön az Eladóval szemben érvényesítheti kellékszavatossági igényét.,4
4.1. Felhasználó regisztráció nélkül is megkezdheti a vásárlást.,3
"10.11 A távhőszolgáltatással kapcsolatos díjfizetési kötelezettség és más pénztartozás a társasház tulajdonostársait és a lakásszövetkezet tagjait nem terheli egyetemlegesen. Épületrészenként külön-külön történő díjfizetés esetén a Felhasználó az egyes Díjfizetők, továbbá a Díjfizető más Díjfizetők díjtartozásának megfizetéséért nem tartozik felelősséggel.",3
"A mellékletek a jelen ÁSZF szerves részét képezik, így a törzsrész és a mellékletek együttesen alkalmazandóak. Az egyes mellékletek és a törzsrész közötti eltérés esetén a melléklet irányadó.",2
"Amennyiben az utas jelen Üzletszabályzat feltételeit elfogadja, és a közforgalmú vasúti személyszállítási szolgáltatás a vasúti társaság által a közforgalmú menetrendben meghirdetett járatokkal lehetséges, a vasúti társaság köteles a személyszállítási szolgáltatás igénybevételét valamennyi utazni kívánó személy számára hátrányos megkülönböztetés nélkül lehetővé tenni.",1
"9.3. Az írásbeli panaszt az webáruházunk 30 napon belül írásban megválaszolja. A panaszt elutasító álláspontját megindokolja. A válasz másolati példányát 3 évig megőrzi, s azt az ellenőrző hatóságoknak kérésükre bemutatja.",4
"Felhívjuk figyelmét, hogy ugyanazon hiba miatt kellékszavatossági és termékszavatossági igényt egyszerre, egymással párhuzamosan nem érvényesíthet. Termékszavatossági igényének eredményes érvényesítése esetén azonban a kicserélt termékre, illetve kijavított részre vonatkozó kellékszavatossági igényét a gyártóval szemben érvényesítheti.",4
"107. Az önkéntes jótállás esetén a jótállás feltételeit a jótállás nyújtója (többnyire a termék gyártója) határozza meg, mely feltételeket általában a termékhez csatolt vagy digitálisan elérhető jótállási nyilatkozat tartalmazza, illetve a csomagoláson található tájékoztatás vagy reklám tartalmazhatja. Az önkéntes jótállással érintett termékek köre tágabb lehet, mint a kötelező jótállással érintett termékek köre.",3
"11.17.  A Vállalkozónak csak olyan, a helyszínen épített munkaállványt, előre gyártott
munkaállványt és gördíthető munkaállványt szabad használni, amelyet a vonatkozó
nemzetközi szabvány előírásai vagy az azzal legalább egyenértékű műszaki
megoldás szerint tervezt ek, méreteztek, és a stabilitást ellenőrizték. Az elkészült
állványokat használatbavétel előtt, valamint hosszú megszakítás, vagy viharos
időjárás után minden alkalommal át kell vizsgálni. A vizsgálat pontos idejét és
eredményeit írásban kell rögzít eni. Az állványt használatba venni csak a vizsgálat
kedvező eredménye után, megfelelő engedély alapján szabad.
A munkahelyen alkalmazott munkaállás (állvány, pódium, kezelőjárda) kialakítása,
elhelyezése, rögzítése feleljen meg a munkavégzés jellegének, a várható
igénybevételnek, tegye lehetővé a biztonságos munkavégzést, a szükséges
anyagok és eszközök tárolását, a biztonságos közlekedést, fel - és lejutást.",3
"c) ÁSZF,",4
"A Küldemény felvételét végző futárnak nem kötelessége megállapítani, eldönteni, hogy a csomagolás megfelelő védelmet nyújt-e a feladott terméknek a szállítás során.  ",4
"(4) A Kártyabirtokos az elektronikus fizetési eszközt a fizetési eszköz kibocsátására és használatának feltételeire vonatkozó szerződésben foglalt szabályoknak megfelelően használhatja. Köteles minden, az adott helyzetben általában elvárható intézkedést megtenni annak érdekében, hogy az elektronikus fizetési eszközt és a használatához szükséges egyéb eszközt - így a személyazonosító kódot (PIN kódot) vagy egyéb kódot - biztonságbantartsa.",2
5.6. A számla fizetési határideje a számla Vevő általi kézhezvételétől számított 30 naptári nap. A fizetés módja átutalás.,4
"8. A BKK Zrt. a Felhasználó Alkalmazást is használó eszközein tárolt egyéb szoftvertermékek, illetve adatfájlok meghibásodásáért, adatvesztéséért, illetve az ebből eredő következményekért nem vállal felelősséget, ezért Felhasználó az adattárolókat érintő tevékenysége során köteles különös gondossággal eljárni.",4
"c.j) Hitelfevevő Magyarországon bejegyzett hitelintézetnél vezetett saját bankszámlaszáma, amelyre a Hitelfevevő a DH1 folyósítását kéri,",2
Nem fogyasztóval kötött szerződés esetén a jogosult az átvétel időpontjától számított 1 éves elévülési határidő alatt érvényesítheti szavatossági igényeit.,3
"▪ Személyazonosító okmány: személyazonosító igazolvány, útlevél, 2001. január 1-jét követően kiállított gépjárművezetői engedély, menekült státuszt igazoló személyi igazolvány, letelepedett, bevándorolt státuszt igazoló személyazonosító igazolvány, EGT állampolgár tartózkodási engedélye, tartózkodási jogot igazoló okmány (regisztrációs igazolás, tartózkodási kártya, állandó tartózkodási kártya),",3
4.1.3.1. A Számla felett a Számlatulajdonos által szabályszerűen bejelentett Rendelkező a bejelentett Rendelkezési jogára vonatkozó kikötéseknek megfelelően rendelkezhet.,1
"Csomagajánlat: az a Tranzakció, amely során a Vevő az Eladó által külön hirdetésben meghirdetett fix áras, legalább 2 (kettő) vagy több Termékét egy csomagban megrendelheti, azaz több Termék megvásárlása és kiszállítása történik egy Tranzakció során.",4
A jótállás kezdetének időpontja a Megrendelő és a Vállalkozó által közösen lebonyolított sikeres (műszaki) átadásátvételnek a napja. ,4
"A Szolgáltatások Mobilalkalmazáson keresztül történő igénybevételéhez szükséges a Regisztráció során megadott email cím megerősítése. Facebook, vagy Google fiókkal, vagy Apple ID-vel történő regisztráció esetén az email cím megerősítése automatikusan történik.",4
"A Felek a Szerződés teljesítése során tudomásukra jutott adatokat, információkat, üzemi és üzletpolitikai eseményeket üzleti titokként kezelik, azokat csak a Szerződés teljesítéséhez szükséges mértékben használják, és erre nézve a feladatok ellátásában résztvevő munkatársaikat, közreműködőiket is nyilatkoztatják.  ",4
"Megrendelő a termék kijavítását vagy kicserélését kérheti, kivéve, ha az ezek közül a Megrendelő által választott igény teljesítése lehetetlen vagy a Szolgáltató számára más igény teljesítéséhez képest aránytalan többletköltséggel járna. ",3
"A vasúti társaság egyes személyszállító vasúti járművek belterében – valamint a vonat közlekedése során, a vonat közlekedésével közvetlenül érintett területen – az utasok és a vasúti társaság munkavállalói, illetve megbízottjai életének, személyének, testi épségének és vagyontárgyainak, valamint a járművei, berendezései, eszközei, egyéb vagyontárgyai és a nemzeti vagyon védelme céljából a mindenkor hatályos uniós és nemzeti jogszabályok figyelembevételével és az Sztv.-ben meghatározott rendelkezések betartásával, elektronikus biztonságtechnikai rendszeren keresztül – a vasúti társaság által végzett közérdekű feladat megfelelő ellátása érdekében – kamerás megfigyelést folytat. A megfigyelés során képfelvételt (a továbbiakban: képfelvétel) rögzít, valamint azt felhasználás hiányában a rögzítést követő 16. napig tárolja, majd ezt követően automatizált módon törli. A vasúti társaság a kamerás megfigyelésről és az ezzel összefüggésben végzett adatkezelésről a vonat belterében elhelyezett – a kamerás megfigyelésre vonatkozó piktogrammal is ellátott – adatkezelési tájékoztatóban nyújt tájékoztatást, mely tájékoztatás a vasúti társaság honlapján számára folyamatosan hozzáférhető és letölthető.",0
"• Amennyiben a Szolgáltató mondja le az előzetesen foglalt vizit időpontját a rendelkezésre állási díj visszajár a Páciensnek. A sikeresen megvalósuló vizitet követően végszámla kerül kiállításra, melyből a kifizetett rendelkezésre állási díj levonásra kerül. Időpont lemondásánál vagy módosításánál a Páciens részére elvész az eredeti időpont. A fizetéssel kapcsolatos mindennemű költség a pácienst terheli.",3
"5.8. „Payment by 1 click” (Fizetés 1 kattintással) fizetési mód: a Weboldalba integrált fizetést feldolgozó szolgáltató által nyújtott fizetési szolgáltatás, amely az Ügyfelek (Vásárlók) számára online bankkártyás fizetési lehetőséget biztosít a Weboldalon történő vásárlás során.",3
A teljes összeg kifizetéséig az áruk a mi tulajdonunkat képezik.,4
Magyar Telekom Nyrt. Általános Szerződési Feltételei elektronikus hírközlési szolgáltatások igénybevételére vonatkozóan Egyéni előfizetők részére (rövid megnevezése más iratokban: Lakossági ÁSZF),4
"Antikvár könyvek megrendelése során, Szolgáltató a kiválasztott könyv mellett, illetve leírásában Libri Antikvárium, illetve Antikvár Partner kifejezésekkel jelzi, hogy az adott könyvre leadott rendelés teljesítésében a Libri Antikvárium Kft. (székhely: 1053 Budapest, Kossuth Lajos utca 4.; cégjegyzékszám: 01-09-974775; adószám: 23712568-2-41), vagy partnerei révén a Szolgáltató lesz-e a közreműködő (a számla kiállítója, illetve a csomagolásban és a kiszállításban résztvevő).",2
"13. A Szolgáltató jogosult – a Finanszírozónak történő előzetes bejelentést követően – közreműködő igénybevételére. Ha a Szolgáltató a finanszírozási szerződésében foglalt szolgáltatások nyújtásához másik egészségügyi szolgáltatót vesz igénybe, akkor a közöttük létrejött, közreműködésre irányuló szerződésben a közreműködőnek kötelezettséget kell vállalnia arra, hogy a Finanszírozó és a finanszírozással kapcsolatos ellenőrzési tevékenységet végző más szerv, szervezet számára biztosítja mindazokat az ellenőrzési jogokat, amelyek a Finanszírozót a vele szerződött szolgáltatóval szemben megilletik és teljesíti mindazon kötelezettségeket, melyek a szerződött szolgáltatót a Finanszírozóval szemben az ellenőrzés során terhelik. A Szolgáltató a közreműködő tevékenységéért úgy felel, mintha maga járt volna el. A Szolgáltató köteles a közte és a közreműködő között létrejövő szerződés megkötéséről a Finanszírozót haladéktalanul tájékoztatni, valamint a Szolgáltató köteles megküldeni a Finanszírozó részére a közreműködő nyilatkozatát arra vonatkozóan, hogy Szolgáltatónak a Finanszírozó és a finanszírozással kapcsolatos ellenőrzési tevékenységet végző más szerv, szervezet ellenőrzésével kapcsolatos jogait és kötelezettségeit ismeri és azt magára nézve kötelezőnek elfogadja. A nyilatkozat hiányában a Finanszírozó jogosult a közreműködővel ellátandó szolgáltatás vonatkozásában a finanszírozási szerződés megkötését, illetve a már megkötött finanszírozási szerződés módosítását megtagadni. A Szolgáltató köteles továbbá a közreműködő tevékenységének megkezdését megelőzően Finanszírozónak átadni a közreműködő működési engedélyét, valamint ha a jogszabály kivételt nem tesz a közreműködő teljes bizonyító erejű magánokiratba foglalt nyilatkozatát arra vonatkozóan, hogy a nemzeti vagyonról szóló törvény rendelkezései szerint átlátható szervezetnek minősül.",1
"3.4.8. Az értesítést a Bank a/ haladéktalanul, de legkésőbb a Fizetési megbízás átvételét követő Banki munkanapon; b/ terhelési nap megjelölése esetén a terhelés napját követő Banki munkanapon; c/ a sorba állítás időtartamának lejártát követő Banki munkanapon teszi meg papír alapú vagy elektronikus Bankszámlakivonat formájában. Az értesítést az Ügyfél Banknál bejelentett levelezési címére küldi ki, illetve elektronikusan az adott elektronikus csatornán az Ügyfél számára elérhetővé teszi. A Bank jogszabály rendelkezésén vagy megállapodáson alapuló ellenjegyzéssel ellátott, valamint csatolt okiratot tartalmazó papíralapú fizetési megbízást és az okiratot tartalmazó papíralapú fizetési megbízások teljesítésének visszautasítása esetén a fizetési megbízást és az okiratot visszaküldi az ügyfélnek.",0
"8.4.  A jegyzőkönyv másolatát haladéktalanul, igazolható módon a fogyasztó rendelkezésére kell bocsátani.",3
"A Vállalkozó a Szerződés aláírásával akként nyilatkozik, hogy a Szerződés elválaszthatatlan részét képező dokumentumokat és a Megrendelő által a rendelkezésére bocsátott egyéb dokumentumokat, a szükséges és megfelelő szakmai kompetencia birtokában saját felelősségére ellenőrizte, az azokban foglalt tényeket, előírásokat ismeri. Vállalkozó a díjat ezen információk figyelembevételével, kellően nagy szakmai tapasztalatára alapozva és a teljesítés helye ismeretében állapította meg. A Vállalkozó a létesítmény funkciójának, céljainak megfelelő és rendeltetésszerű használatához, a teljes körű I. osztályú minőségi követelményeknek megfelelő megjelenésű és minőségű megvalósításhoz, zavartalanul használható állapotához szükséges munkákat kalkulálni tudta, és a műszaki és igényszintbeli bizonytalanságokat is figyelembe vette. ",1
"Ha a szerződés a digitális tartalom vagy digitális szolgáltatás meghatározott időtartamon keresztül történő folyamatos szolgáltatásáról rendelkezik, az Eladó felel a digitális tartalommal kapcsolatos hibáért, amennyiben a hiba a szerződésben meghatározott időtartam alatt következik be, vagy válik felismerhetővé.",3
"Az utas kérésére a vonat 15 percet meghaladó késésről és/vagy a kimaradásáról, valamint az azt okozó akadály tényéről és időtartamáról a vasúti társaság igazolást ad. A vasúti társaság részéről – ha az lehetséges – a vonaton a TT ellenőr adja ki, és ezt a tényt feljegyzi az utas menetjegyére. Amennyiben a vasút-villamoson nincs igazolás adására alkalmas személy, az utas igazolás iránti igényét az Üzletszabályzat IV. Fejezet 2.2. pontjában meghirdetett telefonszámon, e-mail címen jelezheti.",1
"A Vállalkozó köteles az átadás-átvétel időpontjáig a már elkészült műrészekben keletkezett harmadik fél által okozott károkat (baleset, lopás, rongálás stb.) kijavítani, helyreállítani, pótolni, amiért Megrendelő felé kárigénnyel nem élhet. ",4
"3.18.3. A szállítási díj és a szállítási idő minden esetben függ a választott szállítási módtól, szállítási szolgáltató választása esetén annak szerződési feltételeitől, díjazásától, az esetleges kedvezményektől. A szállítási díj összege a vásárlást összesítő oldalon kerül feltüntetésre. Vatera Szállítás esetén a szállítási díjról a Vatera állít ki számlát, amelynek értéke közvetített szolgáltatást tartalmaz.",3
"Termékszavatossági igény érvényesítése esetén Önnek kell bizonyítania, hogy a termékhiba a gyártó általi forgalomba hozatal időpontjában fennállt.",4
"A sorozatkezelés elmaradásából vagy késedelmes legfolytatásából származó, Páciensnek felróható károkért a Szolgáltató saját felelősségét teljes mértékben kizárja.",3
"Ha az utas által felmutatott menetjegyért fizetett összeg nem fedezi az utas által igénybe vett szolgáltatás Menetdíjtáblázatban a menetjegy váltása időpontjában meghirdetett árát, az utas menetjegye elégtelen.",3
13.11 A szerződésszegéssel összefüggő rendelkezéseket a Tszt. 49-51.§-ai és az Önk. Rend. 23.§-a tartalmazzák.,4
"Ha az utas célállomása közvetlen vonattal több útvonalon is elérhető, az utas a vasúti társaság jegyértékesítéssel foglalkozó munkavállalójával közösen határozza meg, hogy a menetjegy melyik útvonalon át kerüljön kiadásra. A vasúti társaság jegyértékesítéssel foglalkozó munkavállalója az utast kérésére tájékoztatja a leggyorsabb és a legolcsóbb eljutási lehetőségről, valamint kérésre más, kerülő útvonalra is kiadja a menetjegyet.",3
"ad) a bankközi pénzpiaci kamatlábak/hitelkamatok változása,",3
"A Felhasználó a 45/2014. (II.26.) kormányrendelet 29. § (1) a) pontja értelmében kifejezett, előzetes beleegyezését adja a szállítási szolgáltatás igénybevételével ahhoz, hogy a szolgáltatás nyújtója a szolgáltatás egészének teljesítését annak megrendelését követően haladéktalanul megkezdje, és tudomásul veszi, hogy a szolgáltatás egészének teljesítését követően az elállási/felmondási jogát elveszti.",3
"A fogyatékossággal élők vagy csökkent mozgásképességű személyek mozgását segítő alábbi gyógyászati segédeszközei: kerekesszék, járókeret, rollátor, bot, mankó(k), sétapálca, kézipoggyászként akkor vihető be, ha ott úgy elhelyezhető, hogy az utasok autóbuszon belüli szükséges mozgását nem gátolja, elmozdulás ellen biztosítható és az utasok testi épségében, magukkal vitt poggyászaikban, az autóbuszban és annak felszerelési tárgyaiban kárt vagy szennyeződést nem okozhat.",4
"A jótállási határidő a fogyasztási cikk fogyasztó részére történő átadása, vagy ha az üzembe helyezést a vállalkozás vagy annak megbízottja végzi, az üzembe helyezés napjával kezdődik. Ha a fogyasztó a fogyasztási cikket az átadástól számított hat hónapon túl helyezteti üzembe, akkor a jótállási határidő kezdő időpontja a fogyasztási cikk átadásának napja. A Szolgáltató csak abban az esetben mentesül a jótállási kötelezettség alól, ha bizonyítja, hogy a hiba oka a teljesítés után keletkezett. Jótállási igényét a Felhasználó a 151/2003. (IX. 22.) Korm. rendeletben és a 19/2014. NGM rendeletben foglaltak szerint érvényesítheti.",3
"A Vállalkozó köteles biztosítani minden, a munkavégzéshez szükséges árut, anyagot, szerkezetet, eszközt és minden egyéb dolgot, legyen az ideiglenes vagy állandó jellegű. A munkaeszközök helyszínre szállítása után a Vállalkozó minden munkaeszközét úgy kell tekinteni, hogy arra kizárólag a munkavégzéshez van szükség.  ",4
"3/9. A tranzakció meghirdetésekor a Termékhez nem kapcsolódó úgynevezett keresőszavak megjelentetése nem megengedett. Az azonos aukciókat, tranzakciókat, keresőszavakat tartalmazó terméklapokat a Vatera eltávolíthatja, a sorozatosan a Termék nem megfelelő kategóriájában tranzakciót indító, keresőszavakat megjelentető vagy azonos Termékeket többször is meghirdető Felhasználó hozzáférését a Vatera szolgáltatásai használatához mérlegelése alapján időlegesen figyelmeztető jelleggel felfüggesztheti vagy ezt követően véglegesen kizárhatja abból.",2
"Ha a Fogyasztó az adásvételi szerződést teljes egészében vagy az adásvételi szerződés alapján szolgáltatott áruk egy része tekintetében szünteti meg, úgy a Fogyasztónak az Eladó költségére vissza kell küldenie az Eladónak az érintett árut és az Eladónak haladéktalanul vissza kell térítenie a Fogyasztó részére az érintett áru vonatkozásában teljesített vételárat, amint az árut vagy az áru visszaküldését alátámasztó igazolást átvette. a fogyasztó nála bejelentett szavatossági igényéről jegyzőkönyvet köteles felvenni, és annak másolatát haladéktalanul, igazolható módon a fogyasztó rendelkezésére kell bocsátania.",2
115. A dolognak a kicseréléssel vagy a kijavítással érintett részére a kellékszavatossági igény elévülési ideje (két év) újból kezdődik.,3
"Az írásbeli panaszt, valamint a jegyzőkönyvben rögzített szóbeli panaszokat a Szol-gáltató érdemben megvizsgálja, a vizsgálat eredményét és a tett intézkedéseket 1 hónapon belül írásban közli a panasz benyújtójával. Ha a Szolgáltató a panaszt elutasítja, azt megindokolja és írásban tájékoztatást ad a panaszosnak, hogy panaszával – annak jellege szerint – mely hatóság vagy a békéltető testület eljárását kezdeményezheti, és megadja azok elérhetőségét.",1
"A szolgáltatás akkor minősül teljesítettnek, ha a digitális tartalom vagy - az ahhoz való hozzáféréshez szükséges vagy annak letöltésére alkalmas - bármely megoldás a fogyasztóhoz, illetve a fogyasztó által e célból kiválasztott fizikai vagy virtuális eszközre került. biztosítania kell, hogy a fogyasztó értesítést kapjon a digitális tartalom olyan frissítéseiről - ideértve a biztonsági frissítéseket is -, amelyek a digitális tartalom vagy digitális szolgáltatás szerződésszerűségének fenntartásához szükségesek, valamint megkapja azokat.",3
